# D[kpc], M_Vlim[mag]
11.331171907526068, 0.6832548755884291
22.574449190477658, 0.39273705447208584
45.113641644953475, -1.8708809683927399
90.43717699389867, -3.3597848016139995
180.73310935998268, -4.425016812373915
362.3070894715673, -5.938130464021528
724.0483283526146, -7.511768661735042

